# Table 7 from Landolt, A.U. (1992), AJ, 104, 340.
# Transmission curve for B filter in CTIO's UBVRI filter set #3.
3600.    0.00
3610.    0.00
3620.    0.17
3630.    0.59
3640.    0.87
3650.    1.19
3660.    1.73
3670.    2.27
3680.    2.82
3690.    3.38
3700.    3.96
3710.    4.55
3720.    5.17
3730.    5.80
3740.    6.45
3750.    7.11
3760.    7.79
3770.    8.47
3780.    9.16
3790.    9.85
3800.   10.54
3810.   11.24
3820.   11.93
3830.   12.62
3840.   13.30
3850.   13.97
3860.   14.63
3870.   15.28
3880.   15.92
3890.   16.56
3900.   17.18
3910.   17.78
3920.   18.38
3930.   18.96
3940.   19.52
3950.   20.07
3960.   20.60
3970.   21.11
3980.   21.60
3990.   22.07
4000.   22.52
4010.   22.95
4020.   23.35
4030.   23.74
4040.   24.11
4050.   24.47
4060.   24.81
4070.   25.15
4080.   25.47
4090.   25.78
4100.   26.09
4110.   26.39
4120.   26.68
4130.   26.97
4140.   27.26
4150.   27.53
4160.   27.80
4170.   28.05
4180.   28.29
4190.   28.51
4200.   28.72
4210.   28.90
4220.   29.07
4230.   29.23
4240.   29.36
4250.   29.49
4260.   29.61
4270.   29.72
4280.   29.81
4290.   29.89
4300.   29.96
4310.   30.01
4320.   30.05
4330.   30.08
4340.   30.10
4350.   30.10
4360.   30.10
4370.   30.09
4380.   30.07
4390.   30.04
4400.   30.00
4410.   29.94
4420.   29.87
4430.   29.78
4440.   29.66
4450.   29.52
4460.   29.35
4470.   29.15
4480.   28.93
4490.   28.70
4500.   28.45
4510.   28.20
4520.   27.93
4530.   27.66
4540.   27.38
4550.   27.08
4560.   26.75
4570.   26.39
4580.   25.99
4590.   25.55
4600.   25.06
4610.   24.53
4620.   23.96
4630.   23.33
4640.   22.66
4650.   21.94
4660.   21.18
4670.   20.40
4680.   19.58
4690.   18.75
4700.   17.90
4710.   17.03
4720.   16.16
4730.   15.28
4740.   14.41
4750.   13.56
4760.   12.72
4770.   11.89
4780.   11.10
4790.   10.32
4800.    9.58
4810.    8.86
4820.    8.17
4830.    7.52
4840.    6.89
4850.    6.29
4860.    5.73
4870.    5.21
4880.    4.72
4890.    4.28
4900.    3.87
4910.    3.50
4920.    3.17
4930.    2.87
4940.    2.60
4950.    2.36
4960.    2.14
4970.    1.94
4980.    1.76
4990.    1.59
5000.    1.43
5010.    1.29
5020.    1.15
5030.    1.02
5040.    0.90
5050.    0.79
5060.    0.69
5070.    0.60
5080.    0.52
5090.    0.45
5100.    0.39
5110.    0.24
5120.    0.15
5130.    0.02
5140.    0.01
5150.    0.00
5160.    0.00
