# Table 10 from Landolt, A.U. (1992), AJ, 104, 340.
# Transmission curve for I filter in CTIO's UBVRI filter set #3.
6800.    0.00
6810.    0.00
6820.    0.05
6830.    0.18
6840.    0.39
6850.    0.47
6860.    0.55
6870.    0.64
6880.    0.75
6890.    0.88
6900.    1.04
6910.    1.23
6920.    1.47
6930.    1.75
6940.    2.07
6950.    2.45
6960.    2.87
6970.    3.34
6980.    3.84
6990.    4.36
7000.    4.92
7010.    5.49
7020.    6.09
7030.    6.71
7040.    7.35
7050.    8.00
7060.    8.66
7070.    9.33
7080.   10.01
7090.   10.69
7100.   11.37
7110.   12.04
7120.   12.72
7130.   13.39
7140.   14.07
7150.   14.76
7160.   15.46
7170.   16.18
7180.   16.93
7190.   17.70
7200.   18.49
7210.   19.31
7220.   20.13
7230.   20.97
7240.   21.81
7250.   22.67
7260.   23.54
7270.   24.43
7280.   25.34
7290.   26.28
7300.   27.25
7310.   28.24
7320.   29.26
7330.   30.30
7340.   31.36
7350.   32.43
7360.   33.51
7370.   34.57
7380.   35.63
7390.   36.68
7400.   37.73
7410.   38.81
7420.   39.93
7430.   41.09
7440.   42.31
7450.   43.56
7460.   44.85
7470.   46.16
7480.   47.47
7490.   48.78
7500.   50.10
7510.   51.42
7520.   52.74
7530.   54.06
7540.   55.38
7550.   56.70
7560.   58.03
7570.   59.34
7580.   60.64
7590.   61.93
7600.   63.19
7610.   64.42
7620.   65.63
7630.   66.80
7640.   67.96
7650.   69.09
7660.   70.22
7670.   71.34
7680.   72.45
7690.   73.53
7700.   74.57
7710.   75.58
7720.   76.54
7730.   77.45
7740.   78.32
7750.   79.14
7760.   79.91
7770.   80.65
7780.   81.37
7790.   82.06
7800.   82.72
7810.   83.35
7820.   83.96
7830.   84.54
7840.   85.08
7850.   85.59
7860.   86.06
7870.   86.49
7880.   86.88
7890.   87.23
7900.   87.55
7910.   87.85
7920.   88.13
7930.   88.40
7940.   88.67
7950.   88.93
7960.   89.18
7970.   89.43
7980.   89.67
7990.   89.89
8000.   90.09
8010.   90.27
8020.   90.44
8030.   90.60
8040.   90.74
8050.   90.87
8060.   90.99
8070.   91.10
8080.   91.21
8090.   91.30
8100.   91.39
8110.   91.46
8120.   91.53
8130.   91.60
8140.   91.66
8150.   91.73
8160.   91.79
8170.   91.86
8180.   91.93
8190.   91.99
8200.   92.05
8210.   92.10
8220.   92.15
8230.   92.19
8240.   92.22
8250.   92.24
8260.   92.26
8270.   92.28
8280.   92.31
8290.   92.33
8300.   92.36
8310.   92.39
8320.   92.42
8330.   92.45
8340.   92.47
8350.   92.49
8360.   92.50
8370.   92.51
8380.   92.51
8390.   92.52
8400.   92.52
8410.   92.53
8420.   92.54
8430.   92.54
8440.   92.55
8450.   92.55
8460.   92.56
8470.   92.57
8480.   92.57
8490.   92.58
8500.   92.59
8510.   92.60
8520.   92.61
8530.   92.62
8540.   92.63
8550.   92.64
8560.   92.65
8570.   92.67
8580.   92.69
8590.   92.70
8600.   92.71
8610.   92.71
8620.   92.71
8630.   92.71
8640.   92.71
8650.   92.71
8660.   92.71
8670.   92.72
8680.   92.73
8690.   92.74
8700.   92.74
8710.   92.75
8720.   92.76
8730.   92.77
8740.   92.77
8750.   92.78
8760.   92.78
8770.   92.78
8780.   92.78
8790.   92.77
8800.   92.77
8810.   92.77
8820.   92.76
8830.   92.75
8840.   92.75
8850.   92.74
8860.   92.74
8870.   92.75
8880.   92.75
8890.   92.75
8900.   92.76
8910.   92.76
8920.   92.76
8930.   92.77
8940.   92.78
8950.   92.78
8960.   92.79
8970.   92.80
8980.   92.80
8990.   92.81
9000.   92.81
9010.   92.81
9020.   92.81
9030.   92.80
9040.   92.80
9050.   92.80
9060.   92.79
9070.   92.79
9080.   92.80
9090.   92.80
9100.   92.81
9110.   92.82
9120.   92.83
9130.   92.84
9140.   92.85
9150.   92.86
9160.   92.86
9170.   92.87
9180.   92.88
9190.   92.89
9200.   92.89
9210.   92.89
9220.   92.89
9230.   92.89
9240.   92.89
9250.   92.89
9260.   92.88
9270.   92.88
9280.   92.87
9290.   92.86
9300.   92.86
9310.   92.86
9320.   92.87
9330.   92.87
9340.   92.88
9350.   92.89
9360.   92.89
9370.   92.90
9380.   92.90
9390.   92.90
9400.   92.90
9410.   92.90
9420.   92.90
9430.   92.91
9440.   92.91
9450.   92.92
9460.   92.93
9470.   92.95
9480.   92.96
9490.   92.98
9500.   93.00
