#  Table wf2f555wsys.tab  Mon 12:21:47 02-Jun-97
#
#      WAVELENGTH      THROUGHPUT
#       angstroms                
#
            1850.     6.983449E-9
         1851.651     6.547984E-7
         1853.301     1.308137E-6
         1854.956     1.968921E-6
         1856.611     2.635042E-6
         1858.267     3.307451E-6
         1859.925     3.986582E-6
         1861.584     4.128777E-6
         1863.246     4.246549E-6
         1864.909     4.365332E-6
         1866.572     4.485042E-6
         1868.237     4.605769E-6
         1869.904     4.727582E-6
         1871.573     4.729039E-6
         1873.242     4.722936E-6
         1874.913     4.716630E-6
         1876.585     4.710121E-6
          1878.26     4.703403E-6
         1879.937     4.694715E-6
         1881.613     4.179321E-6
         1883.292     3.639556E-6
         1884.973     3.094886E-6
         1886.654     2.545932E-6
         1888.338     1.992002E-6
         1890.023     1.439252E-6
         1891.709     1.304924E-6
         1893.396     1.169429E-6
         1895.086     1.032692E-6
         1896.775     8.949601E-7
         1898.469     7.557991E-7
         1900.163     6.584009E-7
         1901.857     9.631442E-7
         1903.555     1.270820E-6
         1905.254     1.581063E-6
         1906.953     1.893656E-6
         1908.655     2.209011E-6
         1910.357     2.414810E-6
         1912.061     2.198701E-6
         1913.768     1.980589E-6
         1915.476     1.760575E-6
         1917.184     1.538798E-6
         1918.894     1.315109E-6
         1920.606     1.108938E-6
          1922.32     9.365077E-7
         1924.035     7.626015E-7
         1925.752     5.873023E-7
          1927.47     4.104189E-7
         1929.189     2.321356E-7
          1930.91     1.368126E-7
         1932.634     1.162303E-7
         1934.358     9.547146E-8
         1936.084     7.454910E-8
         1937.811     5.344653E-8
          1939.54     3.215264E-8
          1941.27     1.340314E-7
         1943.003     2.817326E-7
         1944.737     4.306756E-7
          1946.47     5.806731E-7
         1948.207     7.320984E-7
         1949.947     8.848621E-7
         1951.685     8.659140E-7
         1953.427     8.413091E-7
         1955.171     8.164753E-7
         1956.913     7.914414E-7
          1958.66     7.661460E-7
         1960.408     7.500288E-7
         1962.157     7.648025E-7
         1963.908     7.796890E-7
         1965.658     7.946607E-7
         1967.413     8.097540E-7
         1969.169     8.249531E-7
         1970.925     7.685456E-7
         1972.684     6.468341E-7
         1974.444     5.241615E-7
         1976.205     4.004494E-7
         1977.969     2.755474E-7
         1979.734     1.497465E-7
           1981.5     1.554529E-7
         1983.268     1.848633E-7
         1985.037     2.144970E-7
         1986.809     2.443874E-7
         1988.581     2.744999E-7
         1990.355     3.158012E-7
         1992.131     4.012180E-7
         1993.908     4.873302E-7
         1995.688     5.742470E-7
         1997.467     6.617018E-7
          1999.25     7.499656E-7
         2001.034     7.080274E-7
         2002.818     5.703536E-7
         2004.606     4.310745E-7
         2006.396     2.905139E-7
         2008.184     1.487745E-7
         2009.976     5.492092E-9
         2011.769     1.354972E-8
         2013.565     2.374388E-8
         2015.362     3.403591E-8
         2017.158     4.441282E-8
         2018.958     5.490045E-8
          2020.76     5.796266E-8
         2022.563     5.069760E-8
         2024.368     4.335704E-8
         2026.173     3.595060E-8
         2027.982     2.846792E-8
         2029.791     2.091827E-8
         2031.602     1.831696E-8
         2033.414     1.635165E-8
         2035.228     1.436742E-8
         2037.044     1.236298E-8
         2038.861     1.034065E-8
         2040.681     3.868133E-8
         2042.502     1.183561E-7
         2044.324     1.987223E-7
         2046.147     2.798202E-7
         2047.974     3.617135E-7
           2049.8     4.443013E-7
          2051.63     3.864758E-7
         2053.461     3.107165E-7
         2055.291     2.343460E-7
         2057.125     1.571882E-7
         2058.961     7.932100E-8
         2060.798     4.457522E-8
         2062.637     6.680149E-8
         2064.477     8.921082E-8
         2066.318     1.118158E-7
         2068.164     1.346475E-7
         2070.007     1.575429E-7
         2071.855     1.560582E-7
         2073.704     1.545568E-7
         2075.553     1.530393E-7
         2077.405     1.515049E-7
         2079.259     1.499520E-7
         2081.113     1.336026E-7
         2082.971     1.072049E-7
         2084.829     8.059570E-8
         2086.688     5.376035E-8
          2088.55     2.667653E-8
         2090.414     5.400826E-9
         2092.279     5.178153E-9
         2094.145     4.953566E-9
         2096.014     4.726819E-9
         2097.885     4.498113E-9
         2099.756     4.267557E-9
          2101.63     8.047077E-9
         2103.503     1.245552E-8
         2105.381     1.690394E-8
          2107.26     2.138851E-8
         2109.139     2.590584E-8
         2111.022     3.312309E-8
         2112.906     4.264807E-8
         2114.789     5.223411E-8
         2116.677     6.190636E-8
         2118.564     7.164640E-8
         2120.455     7.614229E-8
         2122.348     6.381286E-8
         2124.241     5.139963E-8
         2126.135     3.889115E-8
         2128.033     2.628210E-8
         2129.932     1.357694E-8
         2131.832     1.157330E-8
         2133.734     9.954653E-9
         2135.637     8.324484E-9
         2137.544     6.680433E-9
          2139.45     5.027848E-9
         2141.359     5.946819E-9
          2143.27     7.923187E-9
         2145.182     9.913018E-9
         2147.096     1.191841E-8
         2149.011     1.393712E-8
         2150.929     1.492456E-8
         2152.848     1.480023E-8
         2154.768     1.467481E-8
         2156.692     1.454816E-8
         2158.615     1.442065E-8
         2160.541     1.381807E-8
         2162.469     1.199419E-8
         2164.397     1.016049E-8
          2166.33     8.311100E-9
         2168.263     6.450398E-9
         2170.196     5.618092E-9
         2172.133     1.401949E-8
          2174.07     2.246564E-8
         2176.011     3.096953E-8
         2177.953     3.952500E-8
         2179.895     4.812572E-8
          2181.84     4.688423E-8
         2183.787     4.506911E-8
         2185.735     4.324432E-8
         2187.686     4.140799E-8
         2189.637     3.956213E-8
          2191.59     4.770440E-8
         2193.546     5.818603E-8
         2195.503     6.871947E-8
         2197.462     7.930092E-8
         2199.423     8.994376E-8
         2201.385     8.131637E-8
         2203.348     6.440763E-8
         2205.315     4.720503E-8
         2207.283     2.971972E-8
         2209.252     1.196140E-8
         2211.222     6.645334E-9
         2213.196     9.102912E-9
          2215.17     1.159604E-8
         2217.147     1.412860E-8
         2219.125     1.669893E-8
         2221.104     3.627065E-8
         2223.086     6.973016E-8
         2225.071     1.037047E-7
         2227.055     1.381121E-7
         2229.042     1.730601E-7
         2231.031     1.770038E-7
         2233.021     1.515059E-7
         2235.015     1.255985E-7
         2237.008     9.934333E-8
         2239.003     7.270400E-8
         2241.002     7.709836E-8
         2242.999     1.130021E-7
         2245.002     1.494581E-7
         2247.005     1.863625E-7
         2249.009     2.237615E-7
         2251.016     2.200028E-7
         2253.024     1.752810E-7
         2255.033     1.299573E-7
         2257.046     8.399553E-8
         2259.061     3.742603E-8
         2261.075     1.874291E-8
         2263.092     2.485417E-8
         2265.112     3.104592E-8
         2267.134     3.731481E-8
         2269.156     4.365656E-8
         2271.181     4.173146E-8
         2273.207     3.377872E-8
         2275.234     2.572595E-8
         2277.266     1.756291E-8
         2279.296     9.315743E-9
          2281.33     1.001141E-8
         2283.366     1.553672E-8
         2285.402     2.112043E-8
         2287.441     2.677618E-8
         2289.483     3.249688E-8
