#  Table wf2f450wsys.tab  Mon 12:21:43 02-Jun-97
#
#      WAVELENGTH      THROUGHPUT
#       angstroms                
#
            1860.     4.747628E-8
         1861.655     4.242223E-8
         1863.309     3.732382E-8
         1864.968     3.216644E-8
         1866.627     2.696156E-8
         1868.287     2.170977E-8
         1869.948     1.640740E-8
         1871.612     3.340134E-8
         1873.277     5.127887E-8
         1874.943     6.931478E-8
         1876.611     8.753364E-8
          1878.28     1.059137E-7
         1879.951     1.244310E-7
         1881.624     1.566522E-7
         1883.297     1.895287E-7
         1884.973     2.226950E-7
         1886.648     2.560890E-7
         1888.326     2.897964E-7
         1890.007     3.236929E-7
         1891.687     3.349503E-7
          1893.37     3.463068E-7
         1895.055     3.577488E-7
          1896.74     3.692700E-7
         1898.427     3.808846E-7
         1900.116     3.893421E-7
         1901.806     3.538806E-7
         1903.497     3.181125E-7
         1905.191     2.820136E-7
         1906.885     2.456270E-7
         1908.581     2.089073E-7
          1910.28     1.738705E-7
         1911.978     1.487131E-7
         1913.679     1.233239E-7
         1915.381     9.773342E-8
         1917.085     7.190977E-8
         1918.791     4.586879E-8
         1920.498     2.686719E-8
         1922.205     2.540819E-8
         1923.915     2.393427E-8
         1925.628     2.244641E-8
         1927.339     2.094829E-8
         1929.054     1.943519E-8
         1930.769     2.650672E-8
         1932.487     4.427233E-8
         1934.207     6.218721E-8
         1935.926     8.023899E-8
         1937.649     9.845110E-8
         1939.372     1.168033E-7
         1941.096     1.645470E-7
         1942.824     2.296017E-7
         1944.552     2.951160E-7
         1946.281     3.611692E-7
         1948.013     4.278097E-7
         1949.746     4.949974E-7
          1951.48     4.935345E-7
         1953.216     4.801087E-7
         1954.954     4.665569E-7
         1956.691     4.528966E-7
         1958.432     4.390924E-7
         1960.176     4.260249E-7
         1961.917     4.206757E-7
         1963.663     4.152634E-7
          1965.41     4.097946E-7
         1967.158     4.042731E-7
         1968.907     3.986944E-7
          1970.66     3.917197E-7
         1972.412     3.824699E-7
         1974.167     3.731265E-7
         1975.922     3.637077E-7
          1977.68     3.541889E-7
          1979.44     3.445756E-7
           1981.2     3.423646E-7
         1982.962     3.436290E-7
         1984.726     3.448956E-7
         1986.491     3.461628E-7
         1988.259     3.474320E-7
         1990.028     3.488200E-7
         1991.797     3.576071E-7
         1993.568     3.664567E-7
         1995.342     3.753756E-7
         1997.117     3.843581E-7
         1998.893     3.933978E-7
         2000.672     3.881072E-7
         2002.451     3.589185E-7
         2004.232     3.294169E-7
         2006.016     2.996231E-7
         2007.799     2.695522E-7
         2009.586     2.391636E-7
         2011.373     2.191549E-7
         2013.161     2.021801E-7
         2014.953     1.850142E-7
         2016.745     1.677008E-7
         2018.538     1.502160E-7
         2020.334     1.370959E-7
         2022.132     1.438202E-7
          2023.93     1.505999E-7
         2025.731     1.574435E-7
         2027.532     1.643427E-7
         2029.335     1.713022E-7
         2031.141     1.716973E-7
         2032.949     1.682033E-7
         2034.756     1.646763E-7
         2036.566     1.611113E-7
         2038.378     1.575061E-7
          2040.19     1.520575E-7
         2042.006     1.310538E-7
         2043.821     1.098667E-7
          2045.64     8.846658E-8
          2047.46     6.686682E-8
         2049.279     4.509294E-8
         2051.104     3.382183E-8
         2052.929     2.950052E-8
         2054.753     2.514413E-8
         2056.581     2.074256E-8
         2058.411     1.630029E-8
         2060.241     1.361933E-8
         2062.074     2.281668E-8
         2063.909     3.209591E-8
         2065.744     4.145113E-8
         2067.581     5.088890E-8
         2069.422     6.042095E-8
         2071.262     8.607608E-8
         2073.104     1.193395E-7
         2074.948     1.529096E-7
         2076.793     1.867475E-7
         2078.642     2.209175E-7
         2080.491     2.496064E-7
         2082.341     2.625988E-7
         2084.193     2.757047E-7
         2086.047     2.889074E-7
         2087.902     3.022160E-7
          2089.76     3.156468E-7
         2091.619     3.033726E-7
         2093.479     2.871555E-7
         2095.341     2.707886E-7
         2097.204     2.542886E-7
          2099.07     2.376374E-7
         2100.938     2.221020E-7
         2102.806     2.076946E-7
         2104.677     1.931572E-7
         2106.548     1.785102E-7
         2108.423     1.637320E-7
         2110.299     1.512932E-7
         2112.175     1.518124E-7
         2114.053     1.523327E-7
         2115.934     1.528545E-7
         2117.817     1.533774E-7
           2119.7     1.539010E-7
         2121.586     1.610871E-7
         2123.474     1.695895E-7
         2125.361     1.781412E-7
         2127.252     1.867648E-7
         2129.144     1.954480E-7
         2131.038     1.982511E-7
         2132.934     1.961547E-7
          2134.83     1.940413E-7
          2136.73     1.919086E-7
         2138.631     1.897771E-7
         2140.534     1.884302E-7
         2142.437     1.890390E-7
         2144.342     1.896494E-7
         2146.249     1.902612E-7
          2148.16     1.908753E-7
         2150.071     1.910719E-7
         2151.981     1.803600E-7
         2153.896     1.695570E-7
         2155.813     1.586762E-7
         2157.729     1.477258E-7
         2159.649     1.366887E-7
         2161.571     1.302659E-7
         2163.493     1.248528E-7
         2165.417     1.194027E-7
         2167.344     1.139092E-7
         2169.272     1.083845E-7
         2171.201     1.028080E-7
         2173.133     9.718367E-8
         2175.065     9.152836E-8
            2177.     8.583336E-8
         2178.936     8.010649E-8
         2180.875     7.433264E-8
         2182.815     6.851555E-8
         2184.755     6.267260E-8
           2186.7     5.678523E-8
         2188.645     5.086807E-8
         2190.592     4.768296E-8
         2192.539     5.082564E-8
          2194.49     5.398597E-8
         2196.441     5.716046E-8
         2198.396     6.035273E-8
         2200.352     6.362435E-8
         2202.309     6.722181E-8
         2204.267     7.086701E-8
         2206.229     7.457026E-8
         2208.191     7.832077E-8
         2210.156     8.161608E-8
         2212.121     7.897316E-8
         2214.088     7.628125E-8
         2216.059     7.353704E-8
         2218.029     7.074706E-8
         2220.002     6.790445E-8
         2221.977     6.162777E-8
         2223.953     5.525509E-8
         2225.931     4.877885E-8
         2227.912     4.220249E-8
         2229.894     3.552559E-8
         2231.876     3.207034E-8
         2233.862     2.874757E-8
         2235.849     2.537509E-8
         2237.837     2.195478E-8
         2239.828     1.848180E-8
          2241.82     2.827085E-8
         2243.814     3.946504E-8
         2245.811     5.081115E-8
         2247.809     6.230704E-8
         2249.808     7.394902E-8
         2251.808     8.231899E-8
         2253.812     9.043347E-8
         2255.817     9.864753E-8
         2257.823     1.069585E-7
         2259.831     1.153717E-7
         2261.841     1.095495E-7
         2263.854     1.023189E-7
         2265.865     9.499954E-8
         2267.883     8.756770E-8
         2269.901     8.004172E-8
         2271.918     7.241738E-8
         2273.939     6.468502E-8
         2275.962     5.685484E-8
         2277.988     4.892551E-8
         2280.013     4.092943E-8
