# UKIRT H filter bandpass for IRCAM
# H Barr filter at 77K combined with Mauna Kea atmosphere . Thanks to Chris
# Simpson of JPL for digitisation.
  14200    0.001
  14205    0.001
  14210    0.001
  14215    0.000
  14220    0.000
  14225    0.000
  14230    0.000
  14235    0.000
  14240    0.000
  14245    0.000
  14250    0.000
  14255    0.000
  14260    0.001
  14265    0.001
  14270    0.001
  14275    0.001
  14280    0.001
  14285    0.001
  14290    0.001
  14295    0.000
  14300    0.000
  14305    0.000
  14310    0.000
  14315    0.000
  14320    0.000
  14325    0.000
  14330    0.001
  14335    0.001
  14340    0.001
  14345    0.001
  14350    0.002
  14355    0.002
  14360    0.002
  14365    0.001
  14370    0.001
  14375    0.000
  14380    0.000
  14385    0.000
  14390    0.000
  14395    0.000
  14400    0.001
  14405    0.001
  14410    0.001
  14415    0.001
  14420    0.001
  14425    0.000
  14430    0.000
  14435    0.000
  14440    0.001
  14445    0.001
  14450    0.001
  14455    0.000
  14460    0.000
  14465    0.000
  14470    0.000
  14475    0.001
  14480    0.003
  14485    0.003
  14490    0.003
  14495    0.004
  14500    0.004
  14505    0.004
  14510    0.004
  14515    0.004
  14520    0.003
  14525    0.002
  14530    0.002
  14535    0.001
  14540    0.001
  14545    0.002
  14550    0.003
  14555    0.003
  14560    0.004
  14565    0.004
  14570    0.005
  14575    0.006
  14580    0.007
  14585    0.007
  14590    0.007
  14595    0.008
  14600    0.008
  14605    0.008
  14610    0.009
  14615    0.009
  14620    0.009
  14625    0.008
  14630    0.007
  14635    0.007
  14640    0.007
  14645    0.008
  14650    0.009
  14655    0.010
  14660    0.011
  14665    0.011
  14670    0.011
  14675    0.011
  14680    0.011
  14685    0.010
  14690    0.010
  14695    0.009
  14700    0.009
  14705    0.009
  14710    0.009
  14715    0.009
  14720    0.009
  14725    0.010
  14730    0.010
  14735    0.012
  14740    0.014
  14745    0.016
  14750    0.018
  14755    0.019
  14760    0.019
  14765    0.019
  14770    0.019
  14775    0.019
  14780    0.019
  14785    0.019
  14790    0.019
  14795    0.018
  14800    0.018
  14805    0.018
  14810    0.018
  14815    0.019
  14820    0.021
  14825    0.021
  14830    0.021
  14835    0.023
  14840    0.024
  14845    0.026
  14850    0.028
  14855    0.028
  14860    0.028
  14865    0.028
  14870    0.029
  14875    0.029
  14880    0.030
  14885    0.032
  14890    0.034
  14895    0.035
  14900    0.037
  14905    0.037
  14910    0.038
  14915    0.038
  14920    0.038
  14925    0.039
  14930    0.040
  14935    0.041
  14940    0.041
  14945    0.043
  14950    0.046
  14955    0.048
  14960    0.050
  14965    0.051
  14970    0.052
  14975    0.052
  14980    0.052
  14985    0.053
  14990    0.054
  14995    0.056
  15000    0.058
  15005    0.060
  15010    0.062
  15015    0.064
  15020    0.065
  15025    0.066
  15030    0.067
  15035    0.068
  15040    0.069
  15045    0.071
  15050    0.073
  15055    0.076
  15060    0.079
  15065    0.082
  15070    0.085
  15075    0.087
  15080    0.089
  15085    0.092
  15090    0.095
  15095    0.096
  15100    0.098
  15105    0.102
  15110    0.106
  15115    0.109
  15120    0.112
  15125    0.115
  15130    0.119
  15135    0.123
  15140    0.128
  15145    0.131
  15150    0.135
  15155    0.138
  15160    0.141
  15165    0.145
  15170    0.149
  15175    0.153
  15180    0.158
  15185    0.162
  15190    0.167
  15195    0.171
  15200    0.175
  15205    0.181
  15210    0.187
  15215    0.191
  15220    0.194
  15225    0.201
  15230    0.208
  15235    0.213
  15240    0.218
  15245    0.224
  15250    0.229
  15255    0.235
  15260    0.240
  15265    0.246
  15270    0.252
  15275    0.260
  15280    0.268
  15285    0.276
  15290    0.284
  15295    0.291
