#  Table wf2f606wsys.tab  Mon 12:21:48 02-Jun-97
#
#      WAVELENGTH      THROUGHPUT
#       angstroms                
#
            1850.     8.217029E-7
         1851.651     8.679786E-7
         1853.301     9.146246E-7
         1854.956     9.617783E-7
         1856.611     1.009288E-6
         1858.267     1.057223E-6
         1859.925     1.105613E-6
         1861.584     9.896183E-7
         1863.246     8.645964E-7
         1864.909     7.383407E-7
         1866.572     6.109395E-7
         1868.237     4.822939E-7
         1869.904     3.523311E-7
         1871.573     2.966142E-7
         1873.242     2.450007E-7
         1874.913     1.928864E-7
         1876.585     1.402650E-7
          1878.26     8.709533E-8
         1879.937     3.340437E-8
         1881.613     3.144054E-8
         1883.292     3.151741E-8
         1884.973     3.159414E-8
         1886.654     3.167065E-8
         1888.338     3.174704E-8
         1890.023     3.247573E-8
         1891.709     8.066570E-8
         1893.396     1.292601E-7
         1895.086     1.782849E-7
         1896.775     2.276526E-7
         1898.469     2.775179E-7
         1900.163     3.321283E-7
         1901.857     4.281263E-7
         1903.555     5.250448E-7
         1905.254     6.227688E-7
         1906.953     7.212297E-7
         1908.655     8.205571E-7
         1910.357     8.824037E-7
         1912.061     8.000920E-7
         1913.768     7.170182E-7
         1915.476     6.332215E-7
         1917.184     5.487539E-7
         1918.894     4.635596E-7
         1920.606     3.999802E-7
          1922.32     3.768123E-7
         1924.035     3.534392E-7
         1925.752     3.298721E-7
          1927.47     3.060853E-7
         1929.189     2.821035E-7
          1930.91     2.865866E-7
         1932.634     3.167742E-7
         1934.358     3.472073E-7
         1936.084     3.778670E-7
         1937.811     4.087776E-7
          1939.54     4.399555E-7
          1941.27     4.599420E-7
         1943.003     4.759381E-7
         1944.737     4.920568E-7
          1946.47     5.082773E-7
         1948.207     5.246404E-7
         1949.947     5.411362E-7
         1951.685     5.259556E-7
         1953.427     5.096102E-7
         1955.171     4.931142E-7
         1956.913     4.764866E-7
          1958.66     4.596866E-7
         1960.408     4.395017E-7
         1962.157     4.085001E-7
         1963.908     3.772068E-7
         1965.658     3.456805E-7
         1967.413     3.138432E-7
         1969.169     2.817293E-7
         1970.925     2.734380E-7
         1972.684     2.868145E-7
         1974.444     3.002869E-7
         1976.205     3.138639E-7
         1977.969     3.275619E-7
         1979.734     3.413489E-7
           1981.5     3.525779E-7
         1983.268     3.634229E-7
         1985.037     3.743422E-7
         1986.809     3.853484E-7
         1988.581     3.964286E-7
         1990.355     3.959061E-7
         1992.131     3.485057E-7
         1993.908     3.007044E-7
         1995.688     2.524412E-7
         1997.467     2.038644E-7
          1999.25     1.548234E-7
         2001.034     1.295682E-7
         2002.818     1.217295E-7
         2004.606     1.137965E-7
         2006.396     1.057878E-7
         2008.184     9.770922E-8
         2009.976     8.953991E-8
         2011.769     9.614183E-8
         2013.565     1.030078E-7
         2015.362     1.099370E-7
         2017.158     1.169207E-7
         2018.958     1.239763E-7
          2020.76     1.256931E-7
         2022.563     1.199880E-7
         2024.368     1.142211E-7
         2026.173     1.084001E-7
         2027.982     1.025167E-7
         2029.791     9.657835E-8
         2031.602     1.057945E-7
         2033.414     1.170866E-7
         2035.228     1.284812E-7
         2037.044     1.399858E-7
         2038.861     1.515869E-7
         2040.681     1.625415E-7
         2042.502     1.723209E-7
         2044.324     1.821807E-7
         2046.147     1.921258E-7
         2047.974     2.021639E-7
           2049.8     2.122827E-7
          2051.63     2.123071E-7
         2053.461     2.110712E-7
         2055.291     2.098195E-7
         2057.125     2.085493E-7
         2058.961     2.072619E-7
         2060.798     2.009826E-7
         2062.637     1.881243E-7
         2064.477     1.751542E-7
         2066.318     1.620649E-7
         2068.164     1.488384E-7
         2070.007     1.355200E-7
         2071.855     1.235003E-7
         2073.704     1.113733E-7
         2075.553     9.914491E-8
         2077.405     8.680836E-8
         2079.259     7.435170E-8
         2081.113     6.859216E-8
         2082.971     6.732783E-8
         2084.829     6.605190E-8
         2086.688     6.476363E-8
          2088.55     6.346199E-8
         2090.414     6.206481E-8
         2092.279     6.036386E-8
         2094.145     5.864783E-8
         2096.014     5.691484E-8
         2097.885     5.516641E-8
         2099.756     5.340338E-8
          2101.63     6.324212E-8
         2103.503     7.489364E-8
         2105.381     8.664994E-8
          2107.26     9.850089E-8
         2109.139     1.104375E-7
         2111.022     1.186275E-7
         2112.906     1.236256E-7
         2114.789     1.286537E-7
         2116.677     1.337251E-7
         2118.564     1.388301E-7
         2120.455     1.399626E-7
         2122.348     1.283966E-7
         2124.241     1.167509E-7
         2126.135     1.050146E-7
         2128.033     9.318265E-8
         2129.932     8.125935E-8
         2131.832     7.197060E-8
         2133.734     6.271362E-8
         2135.637     5.339069E-8
         2137.544     4.398828E-8
          2139.45     3.453833E-8
         2141.359     3.244881E-8
          2143.27     3.336164E-8
         2145.182     3.428021E-8
         2147.096     3.520550E-8
         2149.011     3.613644E-8
         2150.929     4.061707E-8
         2152.848     4.890805E-8
         2154.768     5.725629E-8
         2156.692     6.567278E-8
         2158.615     7.413099E-8
         2160.541     7.845642E-8
         2162.469     7.201345E-8
         2164.397     6.553544E-8
          2166.33     5.900165E-8
         2168.263     5.242752E-8
         2170.196     4.607755E-8
         2172.133     4.198139E-8
          2174.07     3.786291E-8
         2176.011     3.371578E-8
         2177.953     2.954300E-8
         2179.895     2.534765E-8
          2181.84     2.302934E-8
         2183.787     2.080506E-8
         2185.735     1.856921E-8
         2187.686     1.631951E-8
         2189.637     1.405844E-8
          2191.59     1.339044E-8
         2193.546     1.308677E-8
         2195.503     1.278150E-8
         2197.462     1.247473E-8
         2199.423     1.216609E-8
         2201.385     1.690293E-8
         2203.348     2.383643E-8
         2205.315     3.088521E-8
         2207.283     3.804469E-8
         2209.252     4.531085E-8
         2211.222     5.783562E-8
         2213.196     7.374013E-8
