#  Table wf2f300wsys.tab  Mon 12:21:39 02-Jun-97
#
#      WAVELENGTH      THROUGHPUT
#       angstroms                
#
            2220.    1.794048E-11
         2221.779     2.938053E-9
         2223.557     5.892478E-9
         2225.339     8.890295E-9
         2227.122     1.192722E-8
         2228.904     1.500002E-8
          2230.69     2.348784E-8
         2232.476     4.066354E-8
         2234.265     5.807044E-8
         2236.054     7.568567E-8
         2237.846     9.353422E-8
         2239.636     1.115803E-7
         2241.431     1.351333E-7
         2243.227     1.603206E-7
         2245.023     1.857896E-7
         2246.821     2.115655E-7
          2248.62     2.376425E-7
         2250.421     2.832309E-7
         2252.225     3.929010E-7
         2254.027     5.036152E-7
         2255.833     6.157821E-7
          2257.64     7.291654E-7
         2259.448     8.438456E-7
         2261.258     1.050152E-6
          2263.07     1.298700E-6
         2264.881     1.549652E-6
         2266.696     1.803762E-6
          2268.51     2.060462E-6
         2270.327     2.394294E-6
         2272.146     3.072857E-6
         2273.966     3.758387E-6
         2275.786     4.451182E-6
         2277.609     5.151356E-6
         2279.434     5.859415E-6
         2281.259     6.934843E-6
         2283.087     8.185408E-6
         2284.915     9.448093E-6
         2286.744     1.072378E-5
         2288.576     1.201268E-5
         2290.411     1.363302E-5
         2292.243     1.636908E-5
          2294.08     1.913642E-5
         2295.917     2.192964E-5
         2297.755     2.475803E-5
         2299.597     2.761869E-5
         2301.438     3.167164E-5
         2303.281     3.609523E-5
         2305.126     4.056809E-5
         2306.971     4.508030E-5
         2308.821     4.964819E-5
         2310.669     5.556025E-5
          2312.52     6.384375E-5
         2314.371     7.220972E-5
         2316.226     8.066631E-5
         2318.081     8.920160E-5
         2319.938     9.782714E-5
         2321.796     1.089887E-4
         2323.655     1.203446E-4
         2325.515     1.318108E-4
         2327.379     1.433953E-4
         2329.242     1.550848E-4
         2331.107     1.709613E-4
         2332.975     1.898073E-4
         2334.842     2.088049E-4
         2336.713     2.280094E-4
         2338.585     2.473965E-4
         2340.458     2.673874E-4
         2342.332     2.889227E-4
         2344.208     3.106549E-4
         2346.085     3.325876E-4
         2347.966     3.547476E-4
         2349.846     3.770780E-4
         2351.728     4.101777E-4
         2353.611     4.445206E-4
         2355.495     4.791739E-4
         2357.383     5.141525E-4
         2359.271     5.494439E-4
         2361.159     5.896631E-4
         2363.052     6.332381E-4
         2364.944     6.771548E-4
         2366.839     7.214828E-4
         2368.734     7.661542E-4
         2370.632     8.147383E-4
         2372.529     8.706846E-4
          2374.43     9.271709E-4
         2376.332     9.841350E-4
         2378.234     0.001041497
         2380.139     0.001099972
         2382.047      0.00116615
         2383.953     0.001232768
         2385.863     0.001300025
         2387.775     0.001367813
         2389.685     0.001436053
           2391.6     0.001515619
         2393.515     0.001597867
         2395.433      0.00168082
         2397.351     0.001764352
         2399.271      0.00184854
         2401.192     0.001936889
         2403.116     0.002028135
         2405.042     0.002120066
         2406.967     0.002212625
         2408.895     0.002305884
         2410.823     0.002404479
         2412.754     0.002510085
         2414.689     0.002616621
         2416.621     0.002723699
         2418.557       0.0028317
         2420.494     0.002941654
         2422.432     0.003055991
         2424.373     0.003171233
         2426.316     0.003287281
         2428.257     0.003403977
         2430.203     0.003522785
         2432.149     0.003652029
         2434.096     0.003782138
         2436.047     0.003913249
         2437.997     0.004045167
         2439.949     0.004177975
         2441.903      0.00431123
         2443.861     0.004445539
         2445.817     0.004580466
         2447.777     0.004716466
         2449.737     0.004853271
         2451.698     0.004997334
         2453.663     0.005143408
         2455.627     0.005290349
         2457.594     0.005438234
         2459.563     0.005587174
         2461.531     0.005731542
         2463.503     0.005875506
         2465.477      0.00602037
         2467.451     0.006166044
         2469.427     0.006312638
         2471.406     0.006468366
         2473.384     0.006628158
         2475.367     0.006789268
         2477.349     0.006951168
         2479.333     0.007114056
         2481.318     0.007270043
         2483.306      0.00742306
         2485.295     0.007576897
         2487.286     0.007731743
         2489.278     0.007887434
         2491.271     0.008049868
         2493.266     0.008216553
         2495.264     0.008384394
         2497.261     0.008553081
         2499.261     0.008722803
         2501.264     0.008882664
         2503.265     0.009036804
         2505.271     0.009192057
         2507.277     0.009348082
         2509.286     0.009505133
         2511.295     0.009670037
         2513.308     0.009839914
         2515.319      0.01001056
         2517.336      0.01018253
          2519.35      0.01035515
         2521.369      0.01051333
         2523.388      0.01066485
         2525.408      0.01081722
         2527.432      0.01097055
         2529.457      0.01112473
         2531.481      0.01128648
          2533.51      0.01145193
         2535.538      0.01161817
          2537.57      0.01178012
         2539.602      0.01192878
         2541.637      0.01205843
          2543.67      0.01218346
         2545.708      0.01230896
         2547.749      0.01243478
         2549.787      0.01256072
          2551.83      0.01269683
         2553.875      0.01283442
         2555.918      0.01297215
         2557.967      0.01311042
         2560.016       0.0132488
         2562.065      0.01336025
         2564.117      0.01347208
         2566.171       0.0135841
         2568.227      0.01369645
         2570.283      0.01381001
         2572.343      0.01393063
         2574.401      0.01405135
         2576.464       0.0141725
         2578.527      0.01429383
         2580.593       0.0144086
          2582.66      0.01450632
         2584.729       0.0146043
         2586.797      0.01470233
         2588.872      0.01480075
         2590.943      0.01489978
         2593.019      0.01499992
         2595.095      0.01510018
         2597.173      0.01520062
         2599.254      0.01530132
         2601.337      0.01539393
         2603.419      0.01548196
         2605.505      0.01557025
          2607.59      0.01565856
         2609.679      0.01574712
          2611.77      0.01583573
         2613.862       0.0159244
         2615.955      0.01601321
         2618.049      0.01610216
